shop_id,review_date
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13045287/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13054766/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/12
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/11
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/10
https://tabelog.com/tokyo/A1304/A130401/13001010/,2018/10
